cea_qloss_total [kW],simulink_qloss_total [kW],diff
11.740,11.069,0.061
11.743,11.072,0.061
11.743,11.072,0.061
11.741,11.071,0.061
11.748,11.075,0.061
11.748,11.075,0.061
11.753,11.078,0.061
11.756,11.080,0.061
11.756,11.080,0.061
11.759,11.082,0.061
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.737,11.068,0.060
11.741,11.070,0.061
11.746,11.074,0.061
11.744,11.073,0.061
11.743,11.072,0.061
11.749,11.077,0.061
11.756,11.079,0.061
11.759,11.083,0.061
11.762,11.085,0.061
11.764,11.085,0.061
11.765,11.087,0.061
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.735,11.067,0.060
11.741,11.069,0.061
11.743,11.072,0.061
11.744,11.073,0.061
11.744,11.073,0.061
11.756,11.079,0.061
11.759,11.082,0.061
11.764,11.085,0.061
11.765,11.087,0.061
11.766,11.088,0.061
11.770,11.090,0.061
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.721,11.058,0.060
11.724,11.060,0.060
11.730,11.063,0.060
11.734,11.065,0.060
11.734,11.064,0.061
11.737,11.068,0.060
11.741,11.070,0.061
11.746,11.074,0.061
11.748,11.075,0.061
11.748,11.075,0.061
11.748,11.076,0.061
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.734,11.065,0.060
11.735,11.066,0.060
11.741,11.071,0.061
11.741,11.070,0.061
11.737,11.068,0.060
11.746,11.074,0.061
11.748,11.075,0.061
11.756,11.079,0.061
11.757,11.080,0.061
11.759,11.081,0.061
11.764,11.085,0.061
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.735,11.067,0.060
11.743,11.072,0.061
11.748,11.076,0.061
11.744,11.073,0.061
11.744,11.073,0.061
11.757,11.081,0.061
11.756,11.079,0.061
11.762,11.085,0.061
11.766,11.088,0.061
11.771,11.092,0.061
11.781,11.097,0.062
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.743,11.071,0.061
11.748,11.076,0.061
11.757,11.081,0.061
11.748,11.076,0.061
11.748,11.075,0.061
11.765,11.086,0.061
11.761,11.085,0.061
11.769,11.090,0.061
11.774,11.093,0.061
11.781,11.098,0.061
11.791,11.105,0.062
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.754,11.079,0.061
11.757,11.081,0.061
11.765,11.086,0.061
11.759,11.082,0.061
11.754,11.079,0.061
11.772,11.092,0.061
11.770,11.091,0.061
11.771,11.092,0.061
11.772,11.092,0.061
11.781,11.098,0.062
11.792,11.106,0.062
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.730,11.064,0.060
11.734,11.065,0.060
11.737,11.068,0.060
11.735,11.066,0.060
11.730,11.064,0.060
11.737,11.068,0.060
11.737,11.068,0.060
11.741,11.070,0.061
11.743,11.071,0.061
11.743,11.071,0.061
11.745,11.074,0.061
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.725,11.060,0.060
11.727,11.062,0.060
11.734,11.065,0.060
11.734,11.064,0.061
11.730,11.063,0.060
11.739,11.069,0.061
11.741,11.070,0.061
11.743,11.072,0.061
11.745,11.073,0.061
11.748,11.075,0.061
11.750,11.078,0.061
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.735,11.066,0.061
11.735,11.067,0.060
11.741,11.070,0.061
11.737,11.069,0.060
11.735,11.066,0.060
11.741,11.070,0.061
11.741,11.070,0.061
11.744,11.073,0.061
11.746,11.074,0.061
11.748,11.075,0.061
11.752,11.078,0.061
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.735,11.067,0.060
11.737,11.068,0.060
11.743,11.072,0.061
11.743,11.071,0.061
11.737,11.069,0.060
11.748,11.075,0.061
11.749,11.076,0.061
11.756,11.080,0.061
11.759,11.082,0.061
11.762,11.084,0.061
11.770,11.089,0.061
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.743,11.072,0.061
11.744,11.073,0.061
11.749,11.077,0.061
11.748,11.074,0.061
11.743,11.071,0.061
11.754,11.079,0.061
11.752,11.078,0.061
11.757,11.080,0.061
11.757,11.081,0.061
11.759,11.082,0.061
11.765,11.087,0.061
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.734,11.064,0.061
11.735,11.067,0.060
11.743,11.071,0.061
11.743,11.071,0.061
11.740,11.069,0.061
11.748,11.074,0.061
11.748,11.074,0.061
11.759,11.081,0.061
11.764,11.085,0.061
11.765,11.087,0.061
11.770,11.091,0.061
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.749,11.077,0.061
11.753,11.078,0.061
11.760,11.084,0.061
11.759,11.082,0.061
11.753,11.078,0.061
11.766,11.088,0.061
11.765,11.087,0.061
11.773,11.093,0.061
11.781,11.097,0.062
11.786,11.101,0.062
11.795,11.108,0.062
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.771,11.092,0.061
11.778,11.095,0.062
11.792,11.104,0.062
11.786,11.101,0.062
11.781,11.098,0.062
11.818,11.124,0.062
11.821,11.125,0.063
11.827,11.130,0.063
11.832,11.132,0.063
11.860,11.153,0.063
11.900,11.181,0.064
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.827,11.130,0.063
11.816,11.122,0.062
11.816,11.122,0.062
11.797,11.109,0.062
11.786,11.102,0.062
11.827,11.130,0.063
11.813,11.120,0.062
11.810,11.117,0.062
11.810,11.117,0.062
11.837,11.136,0.063
11.867,11.158,0.064
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.808,11.117,0.062
11.805,11.114,0.062
11.811,11.118,0.062
11.795,11.108,0.062
11.788,11.102,0.062
11.828,11.131,0.063
11.815,11.121,0.062
11.811,11.118,0.062
11.811,11.118,0.062
11.837,11.135,0.063
11.867,11.157,0.064
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.737,11.069,0.060
11.741,11.071,0.061
11.749,11.076,0.061
11.748,11.075,0.061
11.744,11.073,0.061
11.759,11.083,0.061
11.764,11.086,0.061
11.770,11.091,0.061
11.775,11.094,0.061
11.781,11.098,0.062
11.792,11.105,0.062
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.761,11.084,0.061
11.764,11.085,0.061
11.770,11.091,0.061
11.770,11.088,0.061
11.764,11.085,0.061
11.786,11.102,0.062
11.786,11.101,0.062
11.790,11.103,0.062
11.792,11.105,0.062
11.806,11.114,0.062
11.821,11.125,0.063
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.774,11.094,0.061
11.780,11.096,0.062
11.789,11.103,0.062
11.782,11.098,0.062
11.777,11.095,0.061
11.815,11.121,0.062
11.813,11.120,0.062
11.815,11.121,0.062
11.817,11.123,0.062
11.846,11.142,0.063
11.879,11.166,0.064
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.801,11.113,0.062
11.795,11.108,0.062
11.800,11.111,0.062
11.791,11.104,0.062
11.786,11.099,0.062
11.822,11.128,0.062
11.814,11.120,0.062
11.812,11.119,0.062
11.813,11.120,0.062
11.838,11.137,0.063
11.867,11.159,0.063
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.792,11.106,0.062
11.792,11.105,0.062
11.800,11.111,0.062
11.791,11.104,0.062
11.786,11.100,0.062
11.828,11.131,0.063
11.822,11.126,0.063
11.821,11.125,0.063
11.822,11.126,0.063
11.853,11.149,0.063
11.892,11.175,0.064
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.776,11.094,0.061
11.781,11.098,0.062
11.792,11.106,0.062
11.787,11.102,0.062
11.786,11.103,0.062
11.819,11.124,0.062
11.820,11.124,0.063
11.822,11.127,0.062
11.831,11.132,0.063
11.867,11.157,0.064
11.911,11.188,0.065
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.830,11.131,0.063
11.816,11.123,0.062
11.821,11.125,0.063
11.801,11.113,0.062
11.794,11.106,0.062
11.843,11.141,0.063
11.827,11.130,0.063
11.821,11.125,0.063
11.824,11.128,0.063
11.862,11.154,0.064
11.907,11.186,0.064
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.851,11.148,0.063
11.837,11.134,0.063
11.832,11.133,0.063
11.810,11.117,0.062
11.797,11.109,0.062
11.851,11.147,0.063
11.831,11.132,0.063
11.828,11.130,0.063
11.832,11.132,0.063
11.882,11.168,0.064
11.948,11.213,0.066
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.837,11.137,0.063
11.821,11.125,0.063
11.821,11.124,0.063
11.800,11.111,0.062
11.790,11.104,0.062
11.837,11.136,0.063
11.822,11.127,0.063
11.817,11.123,0.062
11.821,11.125,0.063
11.855,11.149,0.063
11.896,11.179,0.064
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.813,11.120,0.062
11.811,11.119,0.062
11.821,11.124,0.063
11.810,11.117,0.062
11.801,11.112,0.062
11.852,11.148,0.063
11.848,11.145,0.063
11.852,11.147,0.063
11.863,11.154,0.064
11.918,11.194,0.065
11.979,11.236,0.066
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.769,11.089,0.061
11.770,11.090,0.061
11.781,11.096,0.062
11.776,11.094,0.061
11.770,11.091,0.061
11.792,11.106,0.062
11.795,11.107,0.062
11.801,11.112,0.062
11.808,11.115,0.062
11.813,11.121,0.062
11.829,11.132,0.063
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.797,11.110,0.062
11.796,11.109,0.062
11.807,11.114,0.062
11.797,11.109,0.062
11.792,11.105,0.062
11.827,11.130,0.063
11.824,11.128,0.063
11.828,11.131,0.063
11.832,11.133,0.063
11.852,11.148,0.063
11.880,11.168,0.064
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.831,11.132,0.063
11.831,11.132,0.063
11.843,11.141,0.063
11.833,11.133,0.063
11.824,11.128,0.063
11.894,11.176,0.064
11.894,11.176,0.064
11.864,11.155,0.064
11.864,11.155,0.064
11.978,11.235,0.066
12.101,11.330,0.068
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.899,11.180,0.064
11.889,11.172,0.064
11.907,11.185,0.065
11.864,11.155,0.064
11.864,11.155,0.064
12.030,11.277,0.067
11.919,11.193,0.065
11.864,11.155,0.064
11.864,11.155,0.064
12.051,11.292,0.067
12.417,11.558,0.074
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.037,11.285,0.067
11.949,11.215,0.065
11.918,11.192,0.065
11.864,11.155,0.064
11.864,11.156,0.063
12.022,11.271,0.067
11.919,11.193,0.065
11.864,11.155,0.064
11.864,11.155,0.064
12.053,11.294,0.067
12.248,11.440,0.071
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.905,11.186,0.064
11.899,11.180,0.064
11.911,11.189,0.065
11.862,11.154,0.063
11.864,11.155,0.064
12.052,11.292,0.067
11.918,11.192,0.065
11.864,11.155,0.064
11.864,11.155,0.064
12.051,11.291,0.067
12.417,11.558,0.074
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.037,11.283,0.067
11.987,11.242,0.066
11.918,11.192,0.065
11.864,11.155,0.064
11.864,11.155,0.064
12.051,11.291,0.067
11.919,11.193,0.065
11.864,11.155,0.064
11.864,11.155,0.064
12.051,11.292,0.067
12.417,11.558,0.074
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.200,11.402,0.070
12.050,11.290,0.067
11.918,11.192,0.065
11.864,11.155,0.064
11.864,11.155,0.064
12.051,11.291,0.067
11.919,11.193,0.065
11.864,11.155,0.064
11.864,11.155,0.064
12.051,11.291,0.067
12.417,11.558,0.074
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.272,11.457,0.071
12.050,11.290,0.067
11.918,11.192,0.065
11.864,11.155,0.064
11.864,11.155,0.064
12.051,11.291,0.067
11.919,11.193,0.065
11.864,11.155,0.064
11.864,11.155,0.064
12.051,11.291,0.067
12.417,11.558,0.074
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
12.013,11.265,0.066
11.930,11.201,0.065
11.907,11.185,0.065
11.862,11.154,0.064
11.852,11.146,0.063
11.973,11.230,0.066
11.919,11.193,0.065
11.864,11.155,0.064
11.864,11.155,0.064
12.046,11.287,0.067
12.236,11.427,0.071
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
11.800,11.111,0.062
11.795,11.108,0.062
11.800,11.111,0.062
11.791,11.105,0.062
11.786,11.102,0.062
11.828,11.131,0.063
11.822,11.127,0.062
11.822,11.127,0.062
11.824,11.128,0.062
11.852,11.147,0.063
11.879,11.165,0.064
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
0.000,0.000,0
