EDGE0,EDGE1,EDGE2,EDGE3,EDGE4,EDGE5,EDGE6,EDGE7
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1.6324,1.1517,1.399,1.1511,0,1.343,1.1502,1.1501
1.6665,1.1605,1.4336,1.1598,0,1.3713,1.1588,1.1588
1.7081,1.1713,1.4758,1.1705,0,1.4057,1.1692,1.1692
1.7089,1.1715,1.4766,1.1707,0,1.4063,1.1694,1.1694
1.692,1.1671,1.4595,1.1664,0,1.3924,1.1652,1.1652
1.7162,1.1734,1.484,1.1726,0,1.4123,1.1713,1.1712
1.7261,1.176,1.4939,1.1751,0,1.4204,1.1737,1.1737
1.742,1.1801,1.5099,1.1791,0,1.4334,1.1776,1.1775
1.7466,1.1813,1.5145,1.1803,0,1.4371,1.1787,1.1787
1.7435,1.1805,1.5114,1.1795,0,1.4346,1.1779,1.1779
1.75,1.1822,1.5178,1.1811,0,1.4398,1.1794,1.1794
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0.33608,0.82026,0.074439,0.82007,0,0.25928,0.82001,0.81968
0.53145,0.87004,0.27433,0.86988,0,0.42287,0.8697,0.86949
1.1629,1.0313,0.91988,1.031,0,0.95108,1.0306,1.0304
1.2259,1.0474,0.98431,1.0471,0,1.0038,1.0466,1.0465
1.0579,1.0044,0.81257,1.0042,0,0.86325,1.0038,1.0037
1.2143,1.0445,0.97247,1.0442,0,0.99408,1.0437,1.0435
1.3592,1.0816,1.1204,1.0812,0,1.1152,1.0806,1.0805
1.5192,1.1226,1.2837,1.1221,0,1.2487,1.1214,1.1213
1.559,1.1328,1.3243,1.1323,0,1.2819,1.1315,1.1315
1.5148,1.1215,1.2792,1.121,0,1.2451,1.1203,1.1202
1.5418,1.1284,1.3067,1.1279,0,1.2676,1.1271,1.1271
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1.1545,1.0291,0.91142,1.0288,0,0.94421,1.0284,1.0283
1.355,1.0805,1.1162,1.0801,0,1.1117,1.0795,1.0794
1.5314,1.1257,1.2962,1.1253,0,1.2589,1.1245,1.1244
1.5431,1.1287,1.3081,1.1282,0,1.2686,1.1275,1.1274
1.4845,1.1137,1.2483,1.1132,0,1.2198,1.1125,1.1125
1.5562,1.1321,1.3214,1.1316,0,1.2796,1.1308,1.1308
1.5966,1.1425,1.3626,1.142,0,1.3132,1.1411,1.141
1.6539,1.1573,1.4209,1.1566,0,1.3609,1.1556,1.1556
1.669,1.1612,1.4362,1.1605,0,1.3733,1.1594,1.1594
1.6536,1.1572,1.4206,1.1566,0,1.3606,1.1555,1.1555
1.6672,1.1607,1.4344,1.16,0,1.3719,1.159,1.1589
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1.4008,1.0922,1.163,1.0918,0,1.1501,1.0912,1.0912
1.4955,1.1165,1.2596,1.116,0,1.2291,1.1153,1.1153
1.5989,1.1431,1.365,1.1425,0,1.3152,1.1417,1.1416
1.6014,1.1437,1.3675,1.1432,0,1.3172,1.1423,1.1423
1.5577,1.1325,1.3229,1.132,0,1.2808,1.1312,1.1311
1.6227,1.1492,1.3892,1.1486,0,1.335,1.1477,1.1477
1.6445,1.1549,1.4113,1.1542,0,1.3531,1.1532,1.1532
1.6805,1.1641,1.4478,1.1634,0,1.3829,1.1623,1.1623
1.6889,1.1663,1.4564,1.1656,0,1.3899,1.1644,1.1644
1.6788,1.1637,1.4461,1.163,0,1.3814,1.1619,1.1619
1.6902,1.1666,1.4577,1.1659,0,1.3909,1.1647,1.1647
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1.5141,1.1213,1.2786,1.1208,0,1.2446,1.1201,1.1201
1.581,1.1385,1.3467,1.1379,0,1.3003,1.1371,1.1371
1.653,1.157,1.42,1.1564,0,1.3601,1.1554,1.1554
1.6553,1.1576,1.4223,1.157,0,1.3621,1.156,1.156
1.6364,1.1528,1.4031,1.1522,0,1.3463,1.1512,1.1512
1.6791,1.1638,1.4465,1.1631,0,1.3817,1.162,1.162
1.6876,1.166,1.4551,1.1653,0,1.3888,1.1641,1.1641
1.7109,1.172,1.4787,1.1712,0,1.408,1.1699,1.1699
1.7173,1.1737,1.485,1.1728,0,1.4132,1.1715,1.1715
1.7115,1.1722,1.4793,1.1714,0,1.4085,1.1701,1.1701
1.7205,1.1745,1.4883,1.1737,0,1.4159,1.1723,1.1723
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1.5656,1.1345,1.3311,1.134,0,1.2875,1.1332,1.1332
1.6069,1.1452,1.373,1.1446,0,1.3218,1.1437,1.1437
1.6606,1.159,1.4277,1.1583,0,1.3664,1.1573,1.1573
1.6539,1.1573,1.4209,1.1566,0,1.3609,1.1556,1.1556
1.6187,1.1482,1.3851,1.1476,0,1.3316,1.1467,1.1467
1.6664,1.1605,1.4335,1.1598,0,1.3712,1.1588,1.1588
1.6762,1.163,1.4436,1.1623,0,1.3794,1.1612,1.1612
1.7006,1.1693,1.4682,1.1686,0,1.3995,1.1674,1.1673
1.7066,1.1709,1.4743,1.1701,0,1.4044,1.1689,1.1689
