Di,Do,mdot_pipe,Pi,Po,dP,Ti,To,dT
0.0857,0.16,10.725,31502.1599159907,27355.5626631555,4146.59725283518,338.477712265593,338.452669037474,0.0250432281191024
0.0574,0.125,5.3624,18431.2028959342,10132.5,8298.70289593422,338.448626574001,338.411251435987,0.0373751380142267
0.0857,0.16,16.08734,40530,31502.1599159907,9027.84008400927,338.482,338.477712265593,0.00428773440705754
0.0857,0.16,10.72637,40530,36382.54928834,4147.45071166,338.482,338.456958124568,0.0250418754322368
0.0574,0.125,5.36293,36382.54928834,28082.9024699806,8299.64681835938,338.456958124568,338.419575222097,0.0373829024708243
0.0857,0.16,16.09158,40530,31497.5692984539,9032.43070154606,338.482,338.477727208809,0.00427279119105606
0.0857,0.16,10.72755,31497.5692984539,27349.0902117162,4148.47908673771,338.477727208809,338.452695604142,0.0250316046668786
0.0574,0.125,5.36234,27349.0902117162,19050.8749131014,8298.21529861482,338.452695604142,338.415311542169,0.0373840619727162
