Di,Do,mdot_pipe,Pi,Po,dP,Ti,To,dT
0.0857,0.16,10.7262103044379,31502.096045268,27355.2619798999,4146.83406536806,338.68362194988,338.658459479908,0.025162469972031
0.0857,0.16,16.0882103044379,40530,31502.096045268,9027.90395473201,338.688,338.68362194988,0.00437805011983983
0.0574,0.125,5.36387030443788,27355.2619798999,19053.7257783046,8301.53620159535,338.658459479908,338.620895400292,0.0375640796165726
0.0857,0.16,10.72637,19053.7257783046,14906.3756977565,4147.35008054809,338.620895400292,338.595904208717,0.0249911915748839
0.0574,0.125,5.36293,14906.3756977565,6606.91614891135,8299.45954884514,338.595904208717,338.560395697002,0.0355085117143972
0.0574,0.125,5.36249969556212,27351.2049967815,19053.7257783046,8297.47921847695,338.658468884028,338.620895400292,0.0375734837363666
0.0857,0.16,10.7265296955621,31498.2747738585,27351.2049967815,4147.06977707694,338.683634401919,338.658468884028,0.0251655178911392
0.0857,0.16,16.0917396955621,40530,31498.2747738585,9031.72522614153,338.688,338.683634401919,0.00436559808093762
